District	Municipality	Ward	Partner Organization	Implementing Partner	Funding Organisation	Sector	Activity Type	Name of the Infrastructure	Activity Detail	Curriculum (for Trainings)	Activity Status	Unit (Indicator)	Planned#	Reached#	GaNaPa_Code	GaPaN_Ward_Code
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Distribution of IEC Materials on BBB		IEC materials were distributed to community people		Ongoing	households			24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Distribution of IEC Materials on BBB		IEC materials were distributed to community people		Ongoing	households			24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Distribution of IEC Materials on BBB		IEC materials were distributed to community people		Ongoing	households			24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Distribution of IEC Materials on BBB		IEC materials were distributed to community people		Ongoing	households			24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Distribution of IEC Materials on BBB		IEC materials were distributed to community people		Ongoing	households			24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Distribution of IEC Materials on BBB		IEC materials were distributed to community people		Ongoing	households			24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Distribution of IEC Materials on BBB		IEC materials were distributed to community people		Ongoing	households			24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Distribution of IEC Materials on BBB		IEC materials were distributed to community people		Ongoing	households			24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Distribution of IEC Materials on BBB		IEC materials were distributed to community people		Ongoing	households			24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		"Rs.5,000/- per HHs is provided as transportation support"		Ongoing	households	67	56	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		"Rs.5,000/- per HHs is provided as transportation support"		Ongoing	households	19	18	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		"Rs.5,000/- per HHs is provided as transportation support"		Ongoing	households	36	29	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		"Rs.5,000/- per HHs is provided as transportation support"		Ongoing	households	54	45	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		"Rs.5,000/- per HHs is provided as transportation support"		Ongoing	households	178	158	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		"Rs.5,000/- per HHs is provided as transportation support"		Ongoing	households	69	63	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		"Rs.5,000/- per HHs is provided as transportation support"		Ongoing	households	42	37	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		"Rs.5,000/- per HHs is provided as transportation support"		Ongoing	households	25	18	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		"Rs.5,000/- per HHs is provided as transportation support"		Ongoing	households	65	54	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche I)		"Rs.50,000/- per HHs is provided as 1st tranche."		Ongoing	households	67	62	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche I)		"Rs.50,000/- per HHs is provided as 1st tranche."		Ongoing	households	19	18	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche I)		"Rs.50,000/- per HHs is provided as 1st tranche."		Completed	households	36	36	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche I)		"Rs.50,000/- per HHs is provided as 1st tranche."		Ongoing	households	54	52	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche I)		"Rs.50,000/- per HHs is provided as 1st tranche."		Ongoing	households	178	165	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche I)		"Rs.50,000/- per HHs is provided as 1st tranche."		Ongoing	households	69	66	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche I)		"Rs.50,000/- per HHs is provided as 1st tranche."		Ongoing	households	42	41	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche I)		"Rs.50,000/- per HHs is provided as 1st tranche."		Ongoing	households	25	23	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche I)		"Rs.50,000/- per HHs is provided as 1st tranche."		Ongoing	households	65	56	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche II)		"Rs.1,50,000/- per HHs is provided as 2nd tranche."		Ongoing	households	67	41	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche II)		"Rs.1,50,000/- per HHs is provided as 2nd tranche."		Completed	households	19	33	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche II)		"Rs.1,50,000/- per HHs is provided as 2nd tranche."		Ongoing	households	36	29	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche II)		"Rs.1,50,000/- per HHs is provided as 2nd tranche."		Ongoing	households	54	45	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche II)		"Rs.1,50,000/- per HHs is provided as 2nd tranche."		Ongoing	households	178	157	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche II)		"Rs.1,50,000/- per HHs is provided as 2nd tranche."		Ongoing	households	69	64	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche II)		"Rs.1,50,000/- per HHs is provided as 2nd tranche."		Ongoing	households	42	37	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche II)		"Rs.1,50,000/- per HHs is provided as 2nd tranche."		Ongoing	households	25	18	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche II)		"Rs.1,50,000/- per HHs is provided as 2nd tranche."		Ongoing	households	65	54	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche III)		"Rs.1,00,000/- per HHs is provided as 3rd tranche."		Ongoing	households	67	47	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche III)		"Rs.1,00,000/- per HHs is provided as 3rd tranche."		Ongoing	households	19	15	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche III)		"Rs.1,00,000/- per HHs is provided as 3rd tranche."		Ongoing	households	36	27	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche III)		"Rs.1,00,000/- per HHs is provided as 3rd tranche."		Ongoing	households	54	37	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche III)		"Rs.1,00,000/- per HHs is provided as 3rd tranche."		Ongoing	households	178	129	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche III)		"Rs.1,00,000/- per HHs is provided as 3rd tranche."		Ongoing	households	69	54	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche III)		"Rs.1,00,000/- per HHs is provided as 3rd tranche."		Ongoing	households	42	25	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche III)		"Rs.1,00,000/- per HHs is provided as 3rd tranche."		Ongoing	households	25	14	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	Rural Housing and Community Infrastructure	Support - GoN reconstruction grant (Tranche III)		"Rs.1,00,000/- per HHs is provided as 3rd tranche."		Ongoing	households	65	43	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	17	17	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	38	38	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	50	50	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	147	147	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	68	68	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	40	40	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	25	25	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production				Completed	households	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production				Completed	households	17	17	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production				Completed	households	38	38	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production				Completed	households	50	50	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production				Completed	households	147	147	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production				Completed	households	68	68	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production				Completed	households	40	40	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production				Completed	households	25	25	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production				Completed	households	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Reconstruction - Other public infrastructure				Completed	constructions	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Reconstruction - Other public infrastructure				Completed	constructions	17	17	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Reconstruction - Other public infrastructure				Completed	constructions	38	38	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Reconstruction - Other public infrastructure				Completed	constructions	50	50	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Reconstruction - Other public infrastructure				Completed	constructions	147	147	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Reconstruction - Other public infrastructure				Completed	constructions	68	68	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Reconstruction - Other public infrastructure				Completed	constructions	40	40	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Reconstruction - Other public infrastructure				Completed	constructions	25	25	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Reconstruction - Other public infrastructure				Completed	constructions	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Water harvesting pond/tank construction				Completed	constructions	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Water harvesting pond/tank construction				Completed	constructions	17	17	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Water harvesting pond/tank construction				Completed	constructions	38	38	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Water harvesting pond/tank construction				Completed	constructions	50	50	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Water harvesting pond/tank construction				Completed	constructions	147	147	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Water harvesting pond/tank construction				Completed	constructions	68	68	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Water harvesting pond/tank construction				Completed	constructions	40	40	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Water harvesting pond/tank construction				Completed	constructions	25	25	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Water harvesting pond/tank construction				Completed	constructions	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	17	17	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	38	38	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	50	50	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	147	147	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	68	68	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	40	40	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	25	25	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	17	17	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	38	38	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	50	50	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	147	147	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	68	68	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	40	40	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	25	25	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Awareness - Crop and livestock diversification				Completed	households	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Market Facility				Completed	facilities	65	65	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Market Facility				Completed	facilities	17	17	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Market Facility				Completed	facilities	38	38	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Market Facility				Completed	facilities	50	50	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Market Facility				Completed	facilities	147	147	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Market Facility				Completed	facilities	68	68	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Market Facility				Completed	facilities	40	40	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Market Facility				Completed	facilities	25	25	24010	24010-11
Kavrepalanchok	Panauti	11	CARITAS-N	CARITAS-N	CARITAS-N	"Agriculture, Livestock Development and Irrigation"	Construction - Market Facility				Completed	facilities	65	65	24010	24010-11
Kavrepalanchok	Panauti	1	NRCS	NRCS	KRC	Health	Reconstruction/rehabilitation - Temporary Structures	Reconstruction of Raili HP			Completed	health facilities	1	1	24010	24010-1
Kavrepalanchok	Panchkhal	4	Centum Learning	Centum Learning	VG	Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT Short training		Completed	individuals	20	20	24011	24011-4
Kavrepalanchok	Panchkhal	4	Centum Learning	VG	VG	Rural Housing and Community Infrastructure	Capacity building - Short training for plumber	Plumber	CTEVT Short training		Completed	individuals	20	20	24011	24011-4
Kavrepalanchok	Panchkhal	4	Centum Learning	Centum Learning	VG	Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT Short training		Completed	individuals	20	20	24011	24011-4
Kavrepalanchok	Panchkhal	4	Centum Learning	VG	VG	Rural Housing and Community Infrastructure	Capacity building - Short training for plumber	Plumber	CTEVT Short training		Completed	individuals	20	20	24011	24011-4
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	"Water, Sanitation and Hygiene"	Support - Material Support on Household WASH	HH Rain Water Harvesting	Tank and Hygiene Kits		Completed	households	55	0	24011	24011-13
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	"Water, Sanitation and Hygiene"	Support - Material Support on Household WASH	HH Rain Water Harvesting	Tank and Hygiene Kits		Completed	households	55	0	24011	24011-13
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	Rural Housing and Community Infrastructure	Support - In kind/material support on construction	Construction	Cement Blocks		Completed	households	200	0	24011	24011-13
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	Rural Housing and Community Infrastructure	Support - In kind/material support on construction	Construction	Cement Blocks		Completed	households	200	0	24011	24011-13
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	"Water, Sanitation and Hygiene"	Support - Material Support on Household WASH	Household toilet construction	35 Eco Toilet Construction		Completed	households	35	0	24011	24011-13
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	"Water, Sanitation and Hygiene"	Support - Material Support on Household WASH	Household toilet construction	35 Eco Toilet Construction		Completed	households	35	0	24011	24011-13
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	Rural Housing and Community Infrastructure	Support - In kind/material support on construction	Construction	"2 Plastic ponds, water source protection and supply system construction"		Completed	households	4	0	24011	24011-13
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	Rural Housing and Community Infrastructure	Support - In kind/material support on construction	Construction	"2 Plastic ponds, water source protection and supply system construction"		Completed	households	4	0	24011	24011-13
Kavrepalanchok	Panchkhal	8	Pipaltar 	PSD-N	HFH	Rural Housing and Community Infrastructure	Support - In kind/material support on construction	Construction			Completed	households	86	44	24011	24011-8
Kavrepalanchok	Panchkhal	8	Pipaltar 	PSD-N	HFH	Rural Housing and Community Infrastructure	Support - In kind/material support on construction	Construction			Completed	households	86	44	24011	24011-8
Kavrepalanchok	Panchkhal	11	NJSI	NJSI	"Caritas, Italy"	Education	Reconstruction - Other infrastructures	Shree Bhagawati Higher Secondary School	Construction of 2 storey building with 3 classrooms		Completed	constructions	1	1	24011	24011-11
Kavrepalanchok	Panchkhal	11	NJSI	NJSI	"Caritas, Italy"	Education	Reconstruction - Other infrastructures	Shree Bhagawati Higher Secondary School	Construction of 2 storey building with 3 classrooms		Completed	constructions	1	1	24011	24011-11
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	"Water, Sanitation and Hygiene"	Support - Material Support on Household WASH	HH Rain Water Harvesting	Tank and Hygiene Kits		Completed	households	41	41	24011	24011-13
Kavrepalanchok	Panchkhal	13	Navjyoti	NC	"TDH Germany, Caritas Italiana"	"Water, Sanitation and Hygiene"	Support - Material Support on Household WASH	HH Rain Water Harvesting	Tank and Hygiene Kits		Completed	households	41	41	24011	24011-13
Kavrepalanchok	Panchkhal	6	UNDP	CTEVT	Government of Japan	Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	"5 Days training,CTEVT,Batch 2"		Completed	individuals	30	30	24011	24011-6
Kavrepalanchok	Panchkhal	6	UNDP	CTEVT	Government of Japan	Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	"5 Days training,CTEVT,Batch 1"		Completed	individuals	30	30	24011	24011-6
