District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code,District_code
Dhading,Galchhi,2,NRCS,KRC,Health,Support - Immunization Campaigns,Completed,individuals,495,147,30004,30004-2,30
Dhading,Galchhi,3,NRCS,KRC,Health,Support - Mental Health/Psychosocial Counseling,Ongoing,individuals,54,459,30004,30004-3,30
Dhading,Galchhi,2,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,19,19,30004,30004-2,30
Dhading,Netrawati,4,NRCS,LRC,Health,Support - Supply of Additional Medical Equipment,Completed,units,20,20,30008,30008-4,30
Dhading,Galchhi,1,NRCS,KRC,Health,Support - Supply of Additional Medical Equipment,Completed,units,10,10,30004,30004-1,30
Dhading,Galchhi,2,NRCS,KRC,Health,Support - Supply of Additional Medical Equipment,Completed,units,1,1,30004,30004-2,30
Dolakha,Kalinchok,5,NRCS,SRC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,1080,1077,22006,22006-5,22
Dolakha,Bhimeshwor,1,NRCS,SRC,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,1507,1507,22002,22002-1,22
Dolakha,Kalinchok,5,NRCS,SRC,Health,Support - Provision of Non Medical Supplies,Completed,units,195,195,22006,22006-5,22
Dolakha,Bhimeshwor,2,NRCS,SRC,Health,Support - Provision of Non Medical Supplies,Completed,units,100,100,22002,22002-2,22
Dolakha,Bhimeshwor,1,NRCS,CRC,Health,Support - Provision of Non Medical Supplies,Completed,units,23,23,22002,22002-1,22
Dolakha,Kalinchok,6,NRCS,SRC,Health,Support - Provision of Non Medical Supplies,Completed,units,33,33,22006,22006-6,22
Dolakha,Bhimeshwor,1,NRCS,SRC,Health,Support - Provision of Non Medical Supplies,Completed,units,170,170,22002,22002-1,22
Dolakha,Kalinchok,6,NRCS,SRC,Health,Support - Supply of Additional Medical Equipment,Planned,units,1,1,22006,22006-6,22
Dolakha,Bhimeshwor,1,NRCS,SRC,Health,Support - Supply of Additional Medical Equipment,Planned,units,1,1,22002,22002-1,22
Gorkha,Sulikot,2,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36011,36011-2,36
Gorkha,Sulikot,2,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36011,36011-2,36
Gorkha,Sulikot,2,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36011,36011-2,36
Gorkha,Siranchok,8,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36010,36010-8,36
Gorkha,Siranchok,8,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36010,36010-8,36
Gorkha,Siranchok,8,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36010,36010-8,36
Gorkha,Siranchok,6,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36010,36010-6,36
Gorkha,Gorkha,6,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36007,36007-6,36
Gorkha,Siranchok,6,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36010,36010-6,36
Gorkha,Siranchok,6,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36010,36010-6,36
Gorkha,Siranchok,2,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36010,36010-2,36
Gorkha,Siranchok,2,NRCS,BRC FL,Health,"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services",Completed,individuals,24,24,36010,36010-2,36
