District,Municipality,Ward,Partner Organization,Implementing Partner,Funding Organisation,Sector,Activity Type,Name of the Infrastructure,Activity Detail,Curriculum (for Trainings),Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Capacity building - Technical assistance for skilled construction workers,Private Residence,Supervision and guidance on govt. guidelines,,Completed,individuals,3,5,31010,31010-10
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Reconstruction - Reconstruction of houses,Private Residence,,,Ongoing,constructions,70,46,31010,31010-9
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Reconstruction - Reconstruction of houses,Private Residence,,,Ongoing,constructions,32,30,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Reconstruction - Reconstruction of houses,Private Residence,,,Ongoing,constructions,23,19,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,"Water, Sanitation and Hygiene",Promotion - Hygiene and Sanitation Promotion,Private Residence,Orientation on Hygiene Behaviour and Hand Wash Training,,Ongoing,households,125,86,31010,31010-10
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Orientation - Community reconstruction orientation,Private Residence,Orientation on safe reconstruction and Lumanti's support,,Completed,individuals,90,170,31010,31010-9
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Orientation - Household reconstruction orientation,Private Residence,Orientation on safe reconstruction and the process,,Completed,households,90,134,31010,31010-9
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche I),Private Residence,First grant of Rs. 50000 each,,Completed,households,69,69,31010,31010-9
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche II),Private Residence,Second grant of Rs. 150000 each,,Completed,households,69,68,31010,31010-9
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche III),Private Residence,Third grant of Rs. 100000 each,,Completed,households,32,32,31010,31010-9
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - Helpdesk/technical support center,Private Residence,Information and Support on Private Residence Reconstruction,,Completed,households,23,21,31010,31010-9
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - Helpdesk/technical support center,Private Residence,Information and Support on Private Residence Reconstruction,,Completed,households,1,1,31010,31010-9
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Orientation - Community reconstruction orientation,Private Residence,Orientation on safe reconstruction and Lumanti's support,,Completed,individuals,36,139,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Orientation - Household reconstruction orientation,Private Residence,Orientation on safe reconstruction and the process,,Completed,households,36,47,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche I),Private Residence,First grant of Rs. 50000 each,,Completed,households,32,32,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche II),Private Residence,Second grant of Rs. 150000 each,,Completed,households,32,32,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche III),Private Residence,Third grant of Rs. 100000 each,,Completed,households,32,32,31010,31010-10
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - Door-to-door technical assistance,Private Residence,Support in enrollment by Lumanti team at VDC,,Ongoing,households,30,20,31010,31010-9
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Orientation - Household reconstruction orientation,Private Residence,Orientation on safe reconstruction and the process,,Completed,households,24,32,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche I),Private Residence,First grant of Rs. 50000 each,,Completed,households,23,23,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche II),Private Residence,Second grant of Rs. 150000 each,,Ongoing,households,23,21,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche III),Private Residence,Third grant of Rs. 100000 each,,Completed,households,23,21,31010,31010-10
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - Land documentation and tenure resolution,Private Residence,Support in land measurement and building layout,,Completed,policies,6,8,31010,31010-9
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - Land documentation and tenure resolution,Private Residence,Support in land measurement and building layout,,Completed,policies,5,7,31010,31010-10
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Reconstruction/rehabilitation - Community infrastructure,Kharibot-Koinonia Church Road; Tupikhel Dabali and Kuchbun Dabali,"Road upgradation1, Dabali reconstruction2",,Completed,infrastructures,3,3,31010,31010-9
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - In kind/material support on repair and retrofit,Private Residence,"Documentation, Desing and Supervision support on Retrofitting",,Completed,households,3,3,31010,31010-9
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - Land documentation and tenure resolution,Private Residence,Support in land measurement and building layout,,Completed,policies,2,2,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Orientation - Household reconstruction orientation,Private Residence,Orientation on safe reconstruction and the process,,Completed,households,1,1,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Reconstruction/rehabilitation - Community infrastructure,Community Rest house (Paati),,,Completed,infrastructures,1,1,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Reconstruction/rehabilitation - Community infrastructure,Community Building,,,Completed,infrastructures,1,1,31010,31010-10
Makwanpur,Thaha Nagarpalika,9,LUMANTI,LUMANTI,MISEREOR,Education,Reconstruction - WASH facilities in schools,School Toilet,"EQ resistant retrofitting, water supply system and internal wall and floor tiling",,Completed,constructions,1,1,31010,31010-9
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche I),Private Residence,First grant of Rs. 50000 each,,Completed,households,1,1,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche II),Private Residence,Second grant of Rs. 150000 each,,Completed,households,1,1,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,LUMANTI,MISEREOR,Urban Housing and Settlements,Support - GoN reconstruction grant (Tranche III),Private Residence,Third grant of Rs. 100000 each,,Completed,households,1,1,31010,31010-10
Makwanpur,Thaha Nagarpalika,9,LUMANTI,#N/A,#N/A,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche I),,,,Completed,households,68,68,31010,31010-9
Makwanpur,Thaha Nagarpalika,9,LUMANTI,#N/A,#N/A,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche II),,,,Completed,households,60,60,31010,31010-9
Makwanpur,Thaha Nagarpalika,9,LUMANTI,#N/A,#N/A,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche III),,,,Completed,households,42,42,31010,31010-9
Makwanpur,Thaha Nagarpalika,10,LUMANTI,#N/A,#N/A,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche I),,,,Completed,households,52,52,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,#N/A,#N/A,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche II),,,,Completed,households,49,49,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LUMANTI,#N/A,#N/A,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche III),,,,Completed,households,48,48,31010,31010-10
Makwanpur,Thaha Nagarpalika,10,LWR,#N/A,#N/A,Rural Housing and Community Infrastructure,Support - GoN reconstruction grant (Tranche I),,,,Completed,households,2,2,31010,31010-10
Makwanpur,Bakaiya Gaunpalika,1,MC,CWS,MC,Rural Housing and Community Infrastructure,Support -  Vulnerable households top-up,Private Residence, Top-up support to vulnerable household ,,Ongoing,households,3,3,31002,31002-1
Makwanpur,Bakaiya Gaunpalika,2,MC,CWS,MC,Rural Housing and Community Infrastructure,Support -  Vulnerable households top-up,Private Residence, Top-up support to vulnerable household ,,Ongoing,households,2,1,31002,31002-2
Makwanpur,Bakaiya Gaunpalika,3,MC,CWS,MC,Rural Housing and Community Infrastructure,Support -  Vulnerable households top-up,Private Residence, Top-up support to vulnerable household ,,Ongoing,households,1,1,31002,31002-3
